rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
PRED|XP_037867576.1	1	PRED	PRED	PRED|XP_037867576.1	False	True
PRED|XP_035824888.1	1	PRED	PRED	PRED|XP_035824888.1	False	True
PRED|XP_036018073.1	1	PRED	PRED	PRED|XP_036018073.1	False	True
PRED|XP_036018037.1	1	PRED	PRED	PRED|XP_036018037.1	False	True
PRED|XP_036017987.1	1	PRED	PRED	PRED|XP_036017987.1	False	True
PRED|XP_036016094.1	1	PRED	PRED	PRED|XP_036016094.1	False	True
PRED|XP_036015590.1	1	PRED	PRED	PRED|XP_036015590.1	False	True
PRED|XP_036009544.1	1	PRED	PRED	PRED|XP_036009544.1	False	True
PRED|XP_035827958.1	1	PRED	PRED	PRED|XP_035827958.1	False	True
PRED|XP_035827348.1	1	PRED	PRED	PRED|XP_035827348.1	False	True
PRED|XP_035827209.1	1	PRED	PRED	PRED|XP_035827209.1	False	True
PRED|XP_035827186.1	1	PRED	PRED	PRED|XP_035827186.1	False	True
PRED|XP_035826704.1	1	PRED	PRED	PRED|XP_035826704.1	False	True
PRED|XP_035826672.1	1	PRED	PRED	PRED|XP_035826672.1	False	True
PRED|XP_035826474.1	1	PRED	PRED	PRED|XP_035826474.1	False	True
PRED|XP_035826085.1	1	PRED	PRED	PRED|XP_035826085.1	False	True
PRED|XP_035824983.1	1	PRED	PRED	PRED|XP_035824983.1	False	True
PRED|XP_036021532.1	1	PRED	PRED	PRED|XP_036021532.1	False	True
PRED|XP_032234144.1	1	PRED	PRED	PRED|XP_032234144.1	False	True
PRED|XP_032233945.2	1	PRED	PRED	PRED|XP_032233945.2	False	True
PRED|XP_032233096.1	1	PRED	PRED	PRED|XP_032233096.1	False	True
PRED|XP_032230779.1	1	PRED	PRED	PRED|XP_032230779.1	False	True
PRED|XP_032230410.1	1	PRED	PRED	PRED|XP_032230410.1	False	True
PRED|XP_032230289.2	1	PRED	PRED	PRED|XP_032230289.2	False	True
PRED|XP_032229689.2	1	PRED	PRED	PRED|XP_032229689.2	False	True
PRED|XP_032228731.2	1	PRED	PRED	PRED|XP_032228731.2	False	True
PRED|XP_032223273.2	1	PRED	PRED	PRED|XP_032223273.2	False	True
PRED|XP_032223176.1	1	PRED	PRED	PRED|XP_032223176.1	False	True
PRED|XP_032223014.1	1	PRED	PRED	PRED|XP_032223014.1	False	True
PRED|XP_032223012.1	1	PRED	PRED	PRED|XP_032223012.1	False	True
PRED|XP_032222355.1	1	PRED	PRED	PRED|XP_032222355.1	False	True
PRED|XP_032221528.1	1	PRED	PRED	PRED|XP_032221528.1	False	True
PRED|XP_034306209.2	1	PRED	PRED	PRED|XP_034306209.2	False	True
PRED|XP_032221021.1	1	PRED	PRED	PRED|XP_032221021.1	False	True
PRED|XP_032220412.2	1	PRED	PRED	PRED|XP_032220412.2	False	True
PRED|XP_032220050.1	1	PRED	PRED	PRED|XP_032220050.1	False	True
PRED|XP_032220011.2	1	PRED	PRED	PRED|XP_032220011.2	False	True
PRED|XP_032219425.2	1	PRED	PRED	PRED|XP_032219425.2	False	True
PRED|XP_032219342.2	1	PRED	PRED	PRED|XP_032219342.2	False	True
PRED|XP_032219226.2	1	PRED	PRED	PRED|XP_032219226.2	False	True
PRED|XP_032218841.2	1	PRED	PRED	PRED|XP_032218841.2	False	True
PRED|XP_032218619.2	1	PRED	PRED	PRED|XP_032218619.2	False	True
PRED|XP_032218032.2	1	PRED	PRED	PRED|XP_032218032.2	False	True
PRED|XP_031762652.1	1	PRED	PRED	PRED|XP_031762652.1	False	True
PRED|XP_031762550.1	1	PRED	PRED	PRED|XP_031762550.1	False	True
PRED|XP_031762425.1	1	PRED	PRED	PRED|XP_031762425.1	False	True
PRED|XP_031761982.1	1	PRED	PRED	PRED|XP_031761982.1	False	True
PRED|XP_031761847.1	1	PRED	PRED	PRED|XP_031761847.1	False	True
PRED|XP_032221199.2	1	PRED	PRED	PRED|XP_032221199.2	False	True
PRED|XP_034305930.2	1	PRED	PRED	PRED|XP_034305930.2	False	True
PRED|XP_034304505.2	1	PRED	PRED	PRED|XP_034304505.2	False	True
PRED|XP_034302420.2	1	PRED	PRED	PRED|XP_034302420.2	False	True
PRED|XP_034302104.2	1	PRED	PRED	PRED|XP_034302104.2	False	True
PRED|XP_034301267.2	1	PRED	PRED	PRED|XP_034301267.2	False	True
PRED|XP_034299295.2	1	PRED	PRED	PRED|XP_034299295.2	False	True
PRED|XP_034009378.1	1	PRED	PRED	PRED|XP_034009378.1	False	True
PRED|XP_034009376.1	1	PRED	PRED	PRED|XP_034009376.1	False	True
PRED|XP_032836739.1	1	PRED	PRED	PRED|XP_032836739.1	False	True
PRED|XP_032835918.2	1	PRED	PRED	PRED|XP_032835918.2	False	True
PRED|XP_032826637.1	1	PRED	PRED	PRED|XP_032826637.1	False	True
PRED|XP_032825263.1	1	PRED	PRED	PRED|XP_032825263.1	False	True
PRED|XP_032824793.2	1	PRED	PRED	PRED|XP_032824793.2	False	True
PRED|XP_032822433.2	1	PRED	PRED	PRED|XP_032822433.2	False	True
PRED|XP_032820406.1	1	PRED	PRED	PRED|XP_032820406.1	False	True
PRED|XP_032235749.1	1	PRED	PRED	PRED|XP_032235749.1	False	True
PRED|XP_032806276.2	1	PRED	PRED	PRED|XP_032806276.2	False	True
PRED|XP_032241821.2	1	PRED	PRED	PRED|XP_032241821.2	False	True
PRED|XP_032241402.1	1	PRED	PRED	PRED|XP_032241402.1	False	True
PRED|XP_032241291.2	1	PRED	PRED	PRED|XP_032241291.2	False	True
PRED|XP_032241122.2	1	PRED	PRED	PRED|XP_032241122.2	False	True
PRED|XP_032240283.2	1	PRED	PRED	PRED|XP_032240283.2	False	True
PRED|XP_032239194.1	1	PRED	PRED	PRED|XP_032239194.1	False	True
PRED|XP_032238802.2	1	PRED	PRED	PRED|XP_032238802.2	False	True
PRED|XP_032238789.2	1	PRED	PRED	PRED|XP_032238789.2	False	True
PRED|XP_032238353.1	1	PRED	PRED	PRED|XP_032238353.1	False	True
PRED|XP_032238316.2	1	PRED	PRED	PRED|XP_032238316.2	False	True
PRED|XP_032237727.2	1	PRED	PRED	PRED|XP_032237727.2	False	True
PRED|XP_032237587.2	1	PRED	PRED	PRED|XP_032237587.2	False	True
PRED|XP_032237034.1	1	PRED	PRED	PRED|XP_032237034.1	False	True
PRED|XP_032235941.2	1	PRED	PRED	PRED|XP_032235941.2	False	True
PRED|XP_032819849.2	1	PRED	PRED	PRED|XP_032819849.2	False	True
PRED|XP_024521630.1	1	PRED	PRED	PRED|XP_024521630.1	False	True
PRED|XP_024518225.1	1	PRED	PRED	PRED|XP_024518225.1	False	True
PRED|XP_024518208.1	1	PRED	PRED	PRED|XP_024518208.1	False	True
PRED|XP_024517964.1	1	PRED	PRED	PRED|XP_024517964.1	False	True
PRED|XP_024517289.1	1	PRED	PRED	PRED|XP_024517289.1	False	True
PRED|XP_024516471.1	1	PRED	PRED	PRED|XP_024516471.1	False	True
PRED|XP_024516410.1	1	PRED	PRED	PRED|XP_024516410.1	False	True
PRED|XP_024516000.1	1	PRED	PRED	PRED|XP_024516000.1	False	True
PRED|XP_024515318.1	1	PRED	PRED	PRED|XP_024515318.1	False	True
PRED|XP_024498461.1	1	PRED	PRED	PRED|XP_024498461.1	False	True
PRED|XP_024498458.1	1	PRED	PRED	PRED|XP_024498458.1	False	True
PRED|XP_024498457.1	1	PRED	PRED	PRED|XP_024498457.1	False	True
PRED|XP_024498456.1	1	PRED	PRED	PRED|XP_024498456.1	False	True
PRED|XP_024498449.1	1	PRED	PRED	PRED|XP_024498449.1	False	True
PRED|XP_028945283.1	1	PRED	PRED	PRED|XP_028945283.1	False	True
PRED|XP_024498446.1	1	PRED	PRED	PRED|XP_024498446.1	False	True
PRED|XP_024498440.1	1	PRED	PRED	PRED|XP_024498440.1	False	True
PRED|XP_024498439.1	1	PRED	PRED	PRED|XP_024498439.1	False	True
PRED|XP_024498438.1	1	PRED	PRED	PRED|XP_024498438.1	False	True
PRED|XP_024498435.1	1	PRED	PRED	PRED|XP_024498435.1	False	True
PRED|XP_024498433.1	1	PRED	PRED	PRED|XP_024498433.1	False	True
PRED|XP_024498432.1	1	PRED	PRED	PRED|XP_024498432.1	False	True
PRED|XP_024498430.1	1	PRED	PRED	PRED|XP_024498430.1	False	True
PRED|XP_024498429.1	1	PRED	PRED	PRED|XP_024498429.1	False	True
PRED|XP_024498428.1	1	PRED	PRED	PRED|XP_024498428.1	False	True
PRED|XP_024498427.1	1	PRED	PRED	PRED|XP_024498427.1	False	True
PRED|XP_024498426.1	1	PRED	PRED	PRED|XP_024498426.1	False	True
PRED|XP_024498422.1	1	PRED	PRED	PRED|XP_024498422.1	False	True
PRED|XP_024498420.1	1	PRED	PRED	PRED|XP_024498420.1	False	True
PRED|XP_024498419.1	1	PRED	PRED	PRED|XP_024498419.1	False	True
PRED|XP_024498447.1	1	PRED	PRED	PRED|XP_024498447.1	False	True
PRED|XP_024545996.1	1	PRED	PRED	PRED|XP_024545996.1	False	True
PRED|XP_024545994.1	1	PRED	PRED	PRED|XP_024545994.1	False	True
PRED|XP_024545980.1	1	PRED	PRED	PRED|XP_024545980.1	False	True
PRED|XP_024545978.1	1	PRED	PRED	PRED|XP_024545978.1	False	True
PRED|XP_024545660.1	1	PRED	PRED	PRED|XP_024545660.1	False	True
PRED|XP_024544242.1	1	PRED	PRED	PRED|XP_024544242.1	False	True
PRED|XP_024544230.1	1	PRED	PRED	PRED|XP_024544230.1	False	True
PRED|XP_024542996.1	1	PRED	PRED	PRED|XP_024542996.1	False	True
PRED|XP_024542223.1	1	PRED	PRED	PRED|XP_024542223.1	False	True
PRED|XP_024541265.1	1	PRED	PRED	PRED|XP_024541265.1	False	True
PRED|XP_024540953.1	1	PRED	PRED	PRED|XP_024540953.1	False	True
PRED|XP_024540810.1	1	PRED	PRED	PRED|XP_024540810.1	False	True
PRED|XP_024538620.1	1	PRED	PRED	PRED|XP_024538620.1	False	True
PRED|XP_024538199.1	1	PRED	PRED	PRED|XP_024538199.1	False	True
PRED|XP_024524221.1	1	PRED	PRED	PRED|XP_024524221.1	False	True
PRED|XP_024537757.1	1	PRED	PRED	PRED|XP_024537757.1	False	True
PRED|XP_024536374.1	1	PRED	PRED	PRED|XP_024536374.1	False	True
PRED|XP_024536340.1	1	PRED	PRED	PRED|XP_024536340.1	False	True
PRED|XP_024535775.1	1	PRED	PRED	PRED|XP_024535775.1	False	True
PRED|XP_024535685.1	1	PRED	PRED	PRED|XP_024535685.1	False	True
PRED|XP_024534728.1	1	PRED	PRED	PRED|XP_024534728.1	False	True
PRED|XP_024534407.1	1	PRED	PRED	PRED|XP_024534407.1	False	True
PRED|XP_024533922.1	1	PRED	PRED	PRED|XP_024533922.1	False	True
PRED|XP_024531995.1	1	PRED	PRED	PRED|XP_024531995.1	False	True
PRED|XP_024531684.1	1	PRED	PRED	PRED|XP_024531684.1	False	True
PRED|XP_024531647.1	1	PRED	PRED	PRED|XP_024531647.1	False	True
PRED|XP_024530269.1	1	PRED	PRED	PRED|XP_024530269.1	False	True
PRED|XP_024528708.1	1	PRED	PRED	PRED|XP_024528708.1	False	True
PRED|XP_024526377.1	1	PRED	PRED	PRED|XP_024526377.1	False	True
PRED|XP_024526198.1	1	PRED	PRED	PRED|XP_024526198.1	False	True
PRED|XP_024537801.1	1	PRED	PRED	PRED|XP_024537801.1	False	True
PRED|XP_024386319.1	1	PRED	PRED	PRED|XP_024386319.1	False	True
PRED|XP_024384204.1	1	PRED	PRED	PRED|XP_024384204.1	False	True
PRED|XP_024382830.1	1	PRED	PRED	PRED|XP_024382830.1	False	True
PRED|XP_024382138.2	1	PRED	PRED	PRED|XP_024382138.2	False	True
PRED|XP_024380200.1	1	PRED	PRED	PRED|XP_024380200.1	False	True
PRED|XP_024380071.1	1	PRED	PRED	PRED|XP_024380071.1	False	True
PRED|XP_024377169.2	1	PRED	PRED	PRED|XP_024377169.2	False	True
PRED|XP_024377091.1	1	PRED	PRED	PRED|XP_024377091.1	False	True
PRED|XP_024372655.1	1	PRED	PRED	PRED|XP_024372655.1	False	True
PRED|XP_024366062.2	1	PRED	PRED	PRED|XP_024366062.2	False	True
PRED|XP_024365710.1	1	PRED	PRED	PRED|XP_024365710.1	False	True
PRED|XP_024363472.1	1	PRED	PRED	PRED|XP_024363472.1	False	True
PRED|XP_024363390.1	1	PRED	PRED	PRED|XP_024363390.1	False	True
PRED|XP_024362320.1	1	PRED	PRED	PRED|XP_024362320.1	False	True
PRED|XP_024498416.1	1	PRED	PRED	PRED|XP_024498416.1	False	True
PRED|XP_024361521.2	1	PRED	PRED	PRED|XP_024361521.2	False	True
PRED|XP_024358477.1	1	PRED	PRED	PRED|XP_024358477.1	False	True
PRED|XP_024357680.1	1	PRED	PRED	PRED|XP_024357680.1	False	True
PRED|XP_024356775.2	1	PRED	PRED	PRED|XP_024356775.2	False	True
PRED|XP_024329006.1	1	PRED	PRED	PRED|XP_024329006.1	False	True
PRED|XP_024319332.1	1	PRED	PRED	PRED|XP_024319332.1	False	True
PRED|XP_024318618.1	1	PRED	PRED	PRED|XP_024318618.1	False	True
PRED|XP_024317957.1	1	PRED	PRED	PRED|XP_024317957.1	False	True
PRED|XP_024316788.1	1	PRED	PRED	PRED|XP_024316788.1	False	True
PRED|XP_024316220.1	1	PRED	PRED	PRED|XP_024316220.1	False	True
PRED|XP_024315881.1	1	PRED	PRED	PRED|XP_024315881.1	False	True
PRED|XP_024315808.1	1	PRED	PRED	PRED|XP_024315808.1	False	True
PRED|XP_024315633.1	1	PRED	PRED	PRED|XP_024315633.1	False	True
PRED|XP_024315317.1	1	PRED	PRED	PRED|XP_024315317.1	False	True
PRED|XP_024315195.1	1	PRED	PRED	PRED|XP_024315195.1	False	True
PRED|XP_024362134.1	1	PRED	PRED	PRED|XP_024362134.1	False	True
PRED|XP_024498414.1	1	PRED	PRED	PRED|XP_024498414.1	False	True
PRED|XP_024498412.1	1	PRED	PRED	PRED|XP_024498412.1	False	True
PRED|XP_024498411.1	1	PRED	PRED	PRED|XP_024498411.1	False	True
PRED|XP_024498410.1	1	PRED	PRED	PRED|XP_024498410.1	False	True
PRED|XP_024498408.1	1	PRED	PRED	PRED|XP_024498408.1	False	True
PRED|XP_024498405.1	1	PRED	PRED	PRED|XP_024498405.1	False	True
PRED|XP_024498403.1	1	PRED	PRED	PRED|XP_024498403.1	False	True
PRED|XP_024463335.1	1	PRED	PRED	PRED|XP_024463335.1	False	True
PRED|XP_024462113.1	1	PRED	PRED	PRED|XP_024462113.1	False	True
PRED|XP_024458550.1	1	PRED	PRED	PRED|XP_024458550.1	False	True
PRED|XP_024457570.1	1	PRED	PRED	PRED|XP_024457570.1	False	True
PRED|XP_024457144.1	1	PRED	PRED	PRED|XP_024457144.1	False	True
PRED|XP_024455889.2	1	PRED	PRED	PRED|XP_024455889.2	False	True
PRED|XP_024455051.2	1	PRED	PRED	PRED|XP_024455051.2	False	True
PRED|XP_024449682.1	1	PRED	PRED	PRED|XP_024449682.1	False	True
PRED|XP_024389803.1	1	PRED	PRED	PRED|XP_024389803.1	False	True
PRED|XP_024448808.1	1	PRED	PRED	PRED|XP_024448808.1	False	True
PRED|XP_024446872.1	1	PRED	PRED	PRED|XP_024446872.1	False	True
PRED|XP_024442328.1	1	PRED	PRED	PRED|XP_024442328.1	False	True
PRED|XP_024438643.1	1	PRED	PRED	PRED|XP_024438643.1	False	True
PRED|XP_024437471.2	1	PRED	PRED	PRED|XP_024437471.2	False	True
PRED|XP_024403649.1	1	PRED	PRED	PRED|XP_024403649.1	False	True
PRED|XP_024402069.2	1	PRED	PRED	PRED|XP_024402069.2	False	True
PRED|XP_024401141.1	1	PRED	PRED	PRED|XP_024401141.1	False	True
PRED|XP_024398439.1	1	PRED	PRED	PRED|XP_024398439.1	False	True
PRED|XP_024397266.1	1	PRED	PRED	PRED|XP_024397266.1	False	True
PRED|XP_024397023.1	1	PRED	PRED	PRED|XP_024397023.1	False	True
PRED|XP_024396333.1	1	PRED	PRED	PRED|XP_024396333.1	False	True
PRED|XP_024396177.2	1	PRED	PRED	PRED|XP_024396177.2	False	True
PRED|XP_024396095.1	1	PRED	PRED	PRED|XP_024396095.1	False	True
PRED|XP_024394118.1	1	PRED	PRED	PRED|XP_024394118.1	False	True
PRED|XP_024449576.1	1	PRED	PRED	PRED|XP_024449576.1	False	True
PRED|XP_026300979.1	1	PRED	PRED	PRED|XP_026300979.1	False	True
PRED|XP_026300582.1	1	PRED	PRED	PRED|XP_026300582.1	False	True
PRED|XP_026299456.1	1	PRED	PRED	PRED|XP_026299456.1	False	True
PRED|XP_026299158.1	1	PRED	PRED	PRED|XP_026299158.1	False	True
PRED|XP_026299130.1	1	PRED	PRED	PRED|XP_026299130.1	False	True
PRED|XP_026298821.1	1	PRED	PRED	PRED|XP_026298821.1	False	True
PRED|XP_026297785.1	1	PRED	PRED	PRED|XP_026297785.1	False	True
PRED|XP_026297079.1	1	PRED	PRED	PRED|XP_026297079.1	False	True
PRED|XP_026296657.1	1	PRED	PRED	PRED|XP_026296657.1	False	True
PRED|XP_026296430.1	1	PRED	PRED	PRED|XP_026296430.1	False	True
PRED|XP_026295204.1	1	PRED	PRED	PRED|XP_026295204.1	False	True
PRED|XP_026295187.1	1	PRED	PRED	PRED|XP_026295187.1	False	True
PRED|XP_026295134.1	1	PRED	PRED	PRED|XP_026295134.1	False	True
PRED|XP_026294829.1	1	PRED	PRED	PRED|XP_026294829.1	False	True
PRED|XP_024546180.1	1	PRED	PRED	PRED|XP_024546180.1	False	True
PRED|XP_025984573.2	1	PRED	PRED	PRED|XP_025984573.2	False	True
PRED|XP_025983733.1	1	PRED	PRED	PRED|XP_025983733.1	False	True
PRED|XP_025982353.1	1	PRED	PRED	PRED|XP_025982353.1	False	True
PRED|XP_025981479.1	1	PRED	PRED	PRED|XP_025981479.1	False	True
PRED|XP_025981408.1	1	PRED	PRED	PRED|XP_025981408.1	False	True
PRED|XP_025980851.1	1	PRED	PRED	PRED|XP_025980851.1	False	True
PRED|XP_025980524.1	1	PRED	PRED	PRED|XP_025980524.1	False	True
PRED|XP_025980518.1	1	PRED	PRED	PRED|XP_025980518.1	False	True
PRED|XP_025883370.2	1	PRED	PRED	PRED|XP_025883370.2	False	True
PRED|XP_025880184.1	1	PRED	PRED	PRED|XP_025880184.1	False	True
PRED|XP_025879238.1	1	PRED	PRED	PRED|XP_025879238.1	False	True
PRED|XP_025878853.1	1	PRED	PRED	PRED|XP_025878853.1	False	True
PRED|XP_024641542.1	1	PRED	PRED	PRED|XP_024641542.1	False	True
PRED|XP_024640525.1	1	PRED	PRED	PRED|XP_024640525.1	False	True
PRED|XP_024636380.1	1	PRED	PRED	PRED|XP_024636380.1	False	True
PRED|XP_025984575.1	1	PRED	PRED	PRED|XP_025984575.1	False	True
PRED|XP_028945167.1	1	PRED	PRED	PRED|XP_028945167.1	False	True
PRED|XP_026696514.1	1	PRED	PRED	PRED|XP_026696514.1	False	True
PRED|XP_026695959.1	1	PRED	PRED	PRED|XP_026695959.1	False	True
PRED|XP_026695530.1	1	PRED	PRED	PRED|XP_026695530.1	False	True
PRED|XP_026695406.1	1	PRED	PRED	PRED|XP_026695406.1	False	True
PRED|XP_026695029.1	1	PRED	PRED	PRED|XP_026695029.1	False	True
PRED|XP_026694908.1	1	PRED	PRED	PRED|XP_026694908.1	False	True
PRED|XP_026694657.1	1	PRED	PRED	PRED|XP_026694657.1	False	True
PRED|XP_026694412.1	1	PRED	PRED	PRED|XP_026694412.1	False	True
PRED|XP_026694176.1	1	PRED	PRED	PRED|XP_026694176.1	False	True
PRED|XP_026693983.1	1	PRED	PRED	PRED|XP_026693983.1	False	True
PRED|XP_026693972.1	1	PRED	PRED	PRED|XP_026693972.1	False	True
PRED|XP_026693847.1	1	PRED	PRED	PRED|XP_026693847.1	False	True
PRED|XP_026693413.1	1	PRED	PRED	PRED|XP_026693413.1	False	True
PRED|XP_026301548.1	1	PRED	PRED	PRED|XP_026301548.1	False	True
PRED|XP_026693058.1	1	PRED	PRED	PRED|XP_026693058.1	False	True
PRED|XP_026692186.1	1	PRED	PRED	PRED|XP_026692186.1	False	True
PRED|XP_026691985.1	1	PRED	PRED	PRED|XP_026691985.1	False	True
PRED|XP_026691263.1	1	PRED	PRED	PRED|XP_026691263.1	False	True
PRED|XP_026691190.1	1	PRED	PRED	PRED|XP_026691190.1	False	True
PRED|XP_026691029.1	1	PRED	PRED	PRED|XP_026691029.1	False	True
PRED|XP_026690968.1	1	PRED	PRED	PRED|XP_026690968.1	False	True
PRED|XP_026690910.1	1	PRED	PRED	PRED|XP_026690910.1	False	True
PRED|XP_026690855.1	1	PRED	PRED	PRED|XP_026690855.1	False	True
PRED|XP_026690006.1	1	PRED	PRED	PRED|XP_026690006.1	False	True
PRED|XP_026689915.1	1	PRED	PRED	PRED|XP_026689915.1	False	True
PRED|XP_026689362.1	1	PRED	PRED	PRED|XP_026689362.1	False	True
PRED|XP_026301733.1	1	PRED	PRED	PRED|XP_026301733.1	False	True
PRED|XP_026301653.1	1	PRED	PRED	PRED|XP_026301653.1	False	True
PRED|XP_026301572.1	1	PRED	PRED	PRED|XP_026301572.1	False	True
PRED|XP_026693405.1	1	PRED	PRED	PRED|XP_026693405.1	False	True
PRED|XP_024551170.1	1	PRED	PRED	PRED|XP_024551170.1	False	True
PRED|XP_024550998.1	1	PRED	PRED	PRED|XP_024550998.1	False	True
PRED|XP_024550791.1	1	PRED	PRED	PRED|XP_024550791.1	False	True
PRED|XP_024550462.1	1	PRED	PRED	PRED|XP_024550462.1	False	True
PRED|XP_024550251.1	1	PRED	PRED	PRED|XP_024550251.1	False	True
PRED|XP_024549816.1	1	PRED	PRED	PRED|XP_024549816.1	False	True
PRED|XP_024549807.1	1	PRED	PRED	PRED|XP_024549807.1	False	True
PRED|XP_024549611.1	1	PRED	PRED	PRED|XP_024549611.1	False	True
PRED|XP_024549194.1	1	PRED	PRED	PRED|XP_024549194.1	False	True
PRED|XP_024549104.1	1	PRED	PRED	PRED|XP_024549104.1	False	True
PRED|XP_024549096.1	1	PRED	PRED	PRED|XP_024549096.1	False	True
PRED|XP_024548609.1	1	PRED	PRED	PRED|XP_024548609.1	False	True
PRED|XP_024548341.1	1	PRED	PRED	PRED|XP_024548341.1	False	True
PRED|XP_024548263.1	1	PRED	PRED	PRED|XP_024548263.1	False	True
PRED|XP_024636280.2	1	PRED	PRED	PRED|XP_024636280.2	False	True
PRED|XP_024547950.1	1	PRED	PRED	PRED|XP_024547950.1	False	True
PRED|XP_024547895.1	1	PRED	PRED	PRED|XP_024547895.1	False	True
PRED|XP_024547887.1	1	PRED	PRED	PRED|XP_024547887.1	False	True
PRED|XP_024547703.1	1	PRED	PRED	PRED|XP_024547703.1	False	True
PRED|XP_024547557.1	1	PRED	PRED	PRED|XP_024547557.1	False	True
PRED|XP_024547442.1	1	PRED	PRED	PRED|XP_024547442.1	False	True
PRED|XP_024547321.1	1	PRED	PRED	PRED|XP_024547321.1	False	True
PRED|XP_024547294.1	1	PRED	PRED	PRED|XP_024547294.1	False	True
PRED|XP_024547199.1	1	PRED	PRED	PRED|XP_024547199.1	False	True
PRED|XP_024547059.1	1	PRED	PRED	PRED|XP_024547059.1	False	True
PRED|XP_024546975.1	1	PRED	PRED	PRED|XP_024546975.1	False	True
PRED|XP_024546445.1	1	PRED	PRED	PRED|XP_024546445.1	False	True
PRED|XP_024546277.1	1	PRED	PRED	PRED|XP_024546277.1	False	True
PRED|XP_024546191.1	1	PRED	PRED	PRED|XP_024546191.1	False	True
PRED|XP_024546190.1	1	PRED	PRED	PRED|XP_024546190.1	False	True
PRED|XP_024548215.1	1	PRED	PRED	PRED|XP_024548215.1	False	True
PRED|XP_024634286.1	1	PRED	PRED	PRED|XP_024634286.1	False	True
PRED|XP_024631856.1	1	PRED	PRED	PRED|XP_024631856.1	False	True
PRED|XP_024630027.1	1	PRED	PRED	PRED|XP_024630027.1	False	True
PRED|XP_024628809.1	1	PRED	PRED	PRED|XP_024628809.1	False	True
PRED|XP_024628510.1	1	PRED	PRED	PRED|XP_024628510.1	False	True
PRED|XP_024627693.1	1	PRED	PRED	PRED|XP_024627693.1	False	True
PRED|XP_024627658.1	1	PRED	PRED	PRED|XP_024627658.1	False	True
PRED|XP_024553958.1	1	PRED	PRED	PRED|XP_024553958.1	False	True
PRED|XP_024553877.1	1	PRED	PRED	PRED|XP_024553877.1	False	True
PRED|XP_024553820.1	1	PRED	PRED	PRED|XP_024553820.1	False	True
PRED|XP_024553741.1	1	PRED	PRED	PRED|XP_024553741.1	False	True
PRED|XP_024553700.1	1	PRED	PRED	PRED|XP_024553700.1	False	True
PRED|XP_024553679.1	1	PRED	PRED	PRED|XP_024553679.1	False	True
PRED|XP_024553584.1	1	PRED	PRED	PRED|XP_024553584.1	False	True
PRED|XP_024553523.1	1	PRED	PRED	PRED|XP_024553523.1	False	True
PRED|XP_024551286.1	1	PRED	PRED	PRED|XP_024551286.1	False	True
PRED|XP_024553399.1	1	PRED	PRED	PRED|XP_024553399.1	False	True
PRED|XP_024553334.1	1	PRED	PRED	PRED|XP_024553334.1	False	True
PRED|XP_024553138.1	1	PRED	PRED	PRED|XP_024553138.1	False	True
PRED|XP_024553030.1	1	PRED	PRED	PRED|XP_024553030.1	False	True
PRED|XP_024553005.1	1	PRED	PRED	PRED|XP_024553005.1	False	True
PRED|XP_024552973.1	1	PRED	PRED	PRED|XP_024552973.1	False	True
PRED|XP_024552754.1	1	PRED	PRED	PRED|XP_024552754.1	False	True
PRED|XP_024552565.1	1	PRED	PRED	PRED|XP_024552565.1	False	True
PRED|XP_024552508.1	1	PRED	PRED	PRED|XP_024552508.1	False	True
PRED|XP_024552395.1	1	PRED	PRED	PRED|XP_024552395.1	False	True
PRED|XP_024552165.1	1	PRED	PRED	PRED|XP_024552165.1	False	True
PRED|XP_024552118.1	1	PRED	PRED	PRED|XP_024552118.1	False	True
PRED|XP_024551963.1	1	PRED	PRED	PRED|XP_024551963.1	False	True
PRED|XP_024551848.1	1	PRED	PRED	PRED|XP_024551848.1	False	True
PRED|XP_024551508.1	1	PRED	PRED	PRED|XP_024551508.1	False	True
PRED|XP_024553479.1	1	PRED	PRED	PRED|XP_024553479.1	False	True
PRED|XP_046462596.1	1	PRED	PRED	PRED|XP_046462596.1	False	True
PRED|XP_046461736.1	1	PRED	PRED	PRED|XP_046461736.1	False	True
PRED|XP_046461301.1	1	PRED	PRED	PRED|XP_046461301.1	False	True
PRED|XP_046460846.1	1	PRED	PRED	PRED|XP_046460846.1	False	True
PRED|XP_046460597.1	1	PRED	PRED	PRED|XP_046460597.1	False	True
PRED|XP_046460481.1	1	PRED	PRED	PRED|XP_046460481.1	False	True
PRED|XP_046460470.1	1	PRED	PRED	PRED|XP_046460470.1	False	True
PRED|XP_046460468.1	1	PRED	PRED	PRED|XP_046460468.1	False	True
PRED|XP_046460448.1	1	PRED	PRED	PRED|XP_046460448.1	False	True
PRED|XP_046460436.1	1	PRED	PRED	PRED|XP_046460436.1	False	True
PRED|XP_046459776.1	1	PRED	PRED	PRED|XP_046459776.1	False	True
PRED|XP_046458535.1	1	PRED	PRED	PRED|XP_046458535.1	False	True
PRED|XP_046456576.1	1	PRED	PRED	PRED|XP_046456576.1	False	True
PRED|XP_046455999.1	1	PRED	PRED	PRED|XP_046455999.1	False	True
PRED|XP_038949704.2	1	PRED	PRED	PRED|XP_038949704.2	False	True
PRED|XP_046455673.1	1	PRED	PRED	PRED|XP_046455673.1	False	True
PRED|XP_046455665.1	1	PRED	PRED	PRED|XP_046455665.1	False	True
PRED|XP_046455518.1	1	PRED	PRED	PRED|XP_046455518.1	False	True
